,loss_classifier,loss_box_reg,loss_mask,loss_objectness,loss_rpn_box_reg,loss
0,"tensor(0.1056, device='cuda:0')","tensor(0.0692, device='cuda:0')","tensor(0.2107, device='cuda:0')","tensor(0.0266, device='cuda:0')","tensor(0.0169, device='cuda:0')","tensor(0.4291, device='cuda:0')"
0,"tensor(0.3360, device='cuda:0')","tensor(0.2559, device='cuda:0')","tensor(0.3038, device='cuda:0')","tensor(0.1041, device='cuda:0')","tensor(0.1016, device='cuda:0')","tensor(1.1015, device='cuda:0')"
0,"tensor(0.0439, device='cuda:0')","tensor(0.0304, device='cuda:0')","tensor(0.3491, device='cuda:0')","tensor(0.0048, device='cuda:0')","tensor(0.0054, device='cuda:0')","tensor(0.4336, device='cuda:0')"
0,"tensor(0.1918, device='cuda:0')","tensor(0.1247, device='cuda:0')","tensor(0.1933, device='cuda:0')","tensor(0.0634, device='cuda:0')","tensor(0.0552, device='cuda:0')","tensor(0.6284, device='cuda:0')"
0,"tensor(0.1900, device='cuda:0')","tensor(0.1641, device='cuda:0')","tensor(0.1924, device='cuda:0')","tensor(0.0122, device='cuda:0')","tensor(0.0417, device='cuda:0')","tensor(0.6004, device='cuda:0')"
0,"tensor(0.1239, device='cuda:0')","tensor(0.0805, device='cuda:0')","tensor(0.3998, device='cuda:0')","tensor(0.0369, device='cuda:0')","tensor(0.0128, device='cuda:0')","tensor(0.6539, device='cuda:0')"
0,"tensor(0.4011, device='cuda:0')","tensor(0.3123, device='cuda:0')","tensor(0.3440, device='cuda:0')","tensor(0.1723, device='cuda:0')","tensor(0.1088, device='cuda:0')","tensor(1.3386, device='cuda:0')"
0,"tensor(0.2806, device='cuda:0')","tensor(0.1882, device='cuda:0')","tensor(0.2744, device='cuda:0')","tensor(0.1446, device='cuda:0')","tensor(0.0804, device='cuda:0')","tensor(0.9682, device='cuda:0')"
0,"tensor(0.2331, device='cuda:0')","tensor(0.1545, device='cuda:0')","tensor(0.2801, device='cuda:0')","tensor(0.0745, device='cuda:0')","tensor(0.0426, device='cuda:0')","tensor(0.7848, device='cuda:0')"
0,"tensor(0.1893, device='cuda:0')","tensor(0.1330, device='cuda:0')","tensor(0.2407, device='cuda:0')","tensor(0.0514, device='cuda:0')","tensor(0.0553, device='cuda:0')","tensor(0.6696, device='cuda:0')"
0,"tensor(0.2110, device='cuda:0')","tensor(0.1755, device='cuda:0')","tensor(0.2516, device='cuda:0')","tensor(0.0339, device='cuda:0')","tensor(0.0412, device='cuda:0')","tensor(0.7132, device='cuda:0')"
0,"tensor(0.2797, device='cuda:0')","tensor(0.2208, device='cuda:0')","tensor(0.2553, device='cuda:0')","tensor(0.1289, device='cuda:0')","tensor(0.0668, device='cuda:0')","tensor(0.9515, device='cuda:0')"
0,"tensor(0.2396, device='cuda:0')","tensor(0.2142, device='cuda:0')","tensor(0.2329, device='cuda:0')","tensor(0.0308, device='cuda:0')","tensor(0.0457, device='cuda:0')","tensor(0.7630, device='cuda:0')"
0,"tensor(0.3085, device='cuda:0')","tensor(0.1969, device='cuda:0')","tensor(0.2922, device='cuda:0')","tensor(0.1164, device='cuda:0')","tensor(0.0475, device='cuda:0')","tensor(0.9614, device='cuda:0')"
0,"tensor(0.4499, device='cuda:0')","tensor(0.2392, device='cuda:0')","tensor(0.2770, device='cuda:0')","tensor(0.0656, device='cuda:0')","tensor(0.0784, device='cuda:0')","tensor(1.1101, device='cuda:0')"
0,"tensor(0.2924, device='cuda:0')","tensor(0.2078, device='cuda:0')","tensor(0.2424, device='cuda:0')","tensor(0.0695, device='cuda:0')","tensor(0.0631, device='cuda:0')","tensor(0.8752, device='cuda:0')"
0,"tensor(0.1557, device='cuda:0')","tensor(0.1665, device='cuda:0')","tensor(0.2462, device='cuda:0')","tensor(0.0305, device='cuda:0')","tensor(0.0324, device='cuda:0')","tensor(0.6313, device='cuda:0')"
0,"tensor(0.1670, device='cuda:0')","tensor(0.1268, device='cuda:0')","tensor(0.2036, device='cuda:0')","tensor(0.0289, device='cuda:0')","tensor(0.0288, device='cuda:0')","tensor(0.5550, device='cuda:0')"
0,"tensor(0.5512, device='cuda:0')","tensor(0.2061, device='cuda:0')","tensor(0.2426, device='cuda:0')","tensor(0.0324, device='cuda:0')","tensor(0.0677, device='cuda:0')","tensor(1.1000, device='cuda:0')"
0,"tensor(0.0972, device='cuda:0')","tensor(0.0525, device='cuda:0')","tensor(0.1781, device='cuda:0')","tensor(0.0256, device='cuda:0')","tensor(0.0235, device='cuda:0')","tensor(0.3768, device='cuda:0')"
0,"tensor(0.2083, device='cuda:0')","tensor(0.1893, device='cuda:0')","tensor(0.2334, device='cuda:0')","tensor(0.0310, device='cuda:0')","tensor(0.0446, device='cuda:0')","tensor(0.7066, device='cuda:0')"
0,"tensor(0.4364, device='cuda:0')","tensor(0.1384, device='cuda:0')","tensor(0.4280, device='cuda:0')","tensor(0.4379, device='cuda:0')","tensor(0.0798, device='cuda:0')","tensor(1.5205, device='cuda:0')"
0,"tensor(0.3102, device='cuda:0')","tensor(0.2485, device='cuda:0')","tensor(0.3078, device='cuda:0')","tensor(0.0908, device='cuda:0')","tensor(0.0577, device='cuda:0')","tensor(1.0151, device='cuda:0')"
0,"tensor(0.4240, device='cuda:0')","tensor(0.2881, device='cuda:0')","tensor(0.2947, device='cuda:0')","tensor(0.2315, device='cuda:0')","tensor(0.1616, device='cuda:0')","tensor(1.4000, device='cuda:0')"
0,"tensor(0.2947, device='cuda:0')","tensor(0.1810, device='cuda:0')","tensor(0.2537, device='cuda:0')","tensor(0.0239, device='cuda:0')","tensor(0.0432, device='cuda:0')","tensor(0.7965, device='cuda:0')"
0,"tensor(0.2572, device='cuda:0')","tensor(0.1167, device='cuda:0')","tensor(0.2158, device='cuda:0')","tensor(0.0608, device='cuda:0')","tensor(0.0179, device='cuda:0')","tensor(0.6685, device='cuda:0')"
0,"tensor(0.1896, device='cuda:0')","tensor(0.1134, device='cuda:0')","tensor(0.2839, device='cuda:0')","tensor(0.0602, device='cuda:0')","tensor(0.0169, device='cuda:0')","tensor(0.6641, device='cuda:0')"
0,"tensor(0.3591, device='cuda:0')","tensor(0.1741, device='cuda:0')","tensor(0.3061, device='cuda:0')","tensor(0.0544, device='cuda:0')","tensor(0.0601, device='cuda:0')","tensor(0.9537, device='cuda:0')"
0,"tensor(0.3532, device='cuda:0')","tensor(0.2550, device='cuda:0')","tensor(0.3001, device='cuda:0')","tensor(0.0477, device='cuda:0')","tensor(0.0634, device='cuda:0')","tensor(1.0195, device='cuda:0')"
0,"tensor(0.2503, device='cuda:0')","tensor(0.1744, device='cuda:0')","tensor(0.2086, device='cuda:0')","tensor(0.1009, device='cuda:0')","tensor(0.0622, device='cuda:0')","tensor(0.7965, device='cuda:0')"
0,"tensor(0.1575, device='cuda:0')","tensor(0.0718, device='cuda:0')","tensor(0.3415, device='cuda:0')","tensor(0.2186, device='cuda:0')","tensor(0.0347, device='cuda:0')","tensor(0.8241, device='cuda:0')"
0,"tensor(0.3414, device='cuda:0')","tensor(0.2180, device='cuda:0')","tensor(0.2498, device='cuda:0')","tensor(0.0661, device='cuda:0')","tensor(0.0885, device='cuda:0')","tensor(0.9638, device='cuda:0')"
0,"tensor(0.1839, device='cuda:0')","tensor(0.1030, device='cuda:0')","tensor(0.2086, device='cuda:0')","tensor(0.0254, device='cuda:0')","tensor(0.0227, device='cuda:0')","tensor(0.5436, device='cuda:0')"
0,"tensor(0.2882, device='cuda:0')","tensor(0.2687, device='cuda:0')","tensor(0.2676, device='cuda:0')","tensor(0.0906, device='cuda:0')","tensor(0.0710, device='cuda:0')","tensor(0.9861, device='cuda:0')"
0,"tensor(0.2532, device='cuda:0')","tensor(0.1757, device='cuda:0')","tensor(0.2043, device='cuda:0')","tensor(0.0375, device='cuda:0')","tensor(0.0471, device='cuda:0')","tensor(0.7178, device='cuda:0')"
0,"tensor(0.2929, device='cuda:0')","tensor(0.1886, device='cuda:0')","tensor(0.2347, device='cuda:0')","tensor(0.0608, device='cuda:0')","tensor(0.0368, device='cuda:0')","tensor(0.8138, device='cuda:0')"
0,"tensor(0.1706, device='cuda:0')","tensor(0.0808, device='cuda:0')","tensor(0.2783, device='cuda:0')","tensor(0.0228, device='cuda:0')","tensor(0.0096, device='cuda:0')","tensor(0.5622, device='cuda:0')"
0,"tensor(0.2236, device='cuda:0')","tensor(0.1747, device='cuda:0')","tensor(0.2456, device='cuda:0')","tensor(0.0311, device='cuda:0')","tensor(0.0437, device='cuda:0')","tensor(0.7187, device='cuda:0')"
0,"tensor(0.2138, device='cuda:0')","tensor(0.1527, device='cuda:0')","tensor(0.2288, device='cuda:0')","tensor(0.0206, device='cuda:0')","tensor(0.0246, device='cuda:0')","tensor(0.6405, device='cuda:0')"
0,"tensor(0.2202, device='cuda:0')","tensor(0.2298, device='cuda:0')","tensor(0.2433, device='cuda:0')","tensor(0.0836, device='cuda:0')","tensor(0.0693, device='cuda:0')","tensor(0.8462, device='cuda:0')"
0,"tensor(0.1798, device='cuda:0')","tensor(0.1432, device='cuda:0')","tensor(0.2878, device='cuda:0')","tensor(0.0582, device='cuda:0')","tensor(0.0293, device='cuda:0')","tensor(0.6982, device='cuda:0')"
0,"tensor(0.2051, device='cuda:0')","tensor(0.0930, device='cuda:0')","tensor(0.2321, device='cuda:0')","tensor(0.0571, device='cuda:0')","tensor(0.0390, device='cuda:0')","tensor(0.6262, device='cuda:0')"
0,"tensor(0.2047, device='cuda:0')","tensor(0.1538, device='cuda:0')","tensor(0.3003, device='cuda:0')","tensor(0.0436, device='cuda:0')","tensor(0.0507, device='cuda:0')","tensor(0.7531, device='cuda:0')"
0,"tensor(0.2483, device='cuda:0')","tensor(0.1412, device='cuda:0')","tensor(0.2944, device='cuda:0')","tensor(0.0887, device='cuda:0')","tensor(0.0538, device='cuda:0')","tensor(0.8264, device='cuda:0')"
0,"tensor(0.3883, device='cuda:0')","tensor(0.2738, device='cuda:0')","tensor(0.2775, device='cuda:0')","tensor(0.2254, device='cuda:0')","tensor(0.1724, device='cuda:0')","tensor(1.3373, device='cuda:0')"
0,"tensor(0.2016, device='cuda:0')","tensor(0.1342, device='cuda:0')","tensor(0.2648, device='cuda:0')","tensor(0.0289, device='cuda:0')","tensor(0.0541, device='cuda:0')","tensor(0.6837, device='cuda:0')"
0,"tensor(0.3482, device='cuda:0')","tensor(0.2461, device='cuda:0')","tensor(0.2468, device='cuda:0')","tensor(0.2577, device='cuda:0')","tensor(0.1396, device='cuda:0')","tensor(1.2384, device='cuda:0')"
0,"tensor(0.1353, device='cuda:0')","tensor(0.1161, device='cuda:0')","tensor(0.2487, device='cuda:0')","tensor(0.0366, device='cuda:0')","tensor(0.0430, device='cuda:0')","tensor(0.5797, device='cuda:0')"
0,"tensor(0.2333, device='cuda:0')","tensor(0.2017, device='cuda:0')","tensor(0.2635, device='cuda:0')","tensor(0.0643, device='cuda:0')","tensor(0.0484, device='cuda:0')","tensor(0.8113, device='cuda:0')"
0,"tensor(0.1641, device='cuda:0')","tensor(0.1293, device='cuda:0')","tensor(0.2970, device='cuda:0')","tensor(0.1169, device='cuda:0')","tensor(0.0661, device='cuda:0')","tensor(0.7734, device='cuda:0')"
0,"tensor(0.1651, device='cuda:0')","tensor(0.0984, device='cuda:0')","tensor(0.2433, device='cuda:0')","tensor(0.0867, device='cuda:0')","tensor(0.0610, device='cuda:0')","tensor(0.6545, device='cuda:0')"
0,"tensor(0.2656, device='cuda:0')","tensor(0.2396, device='cuda:0')","tensor(0.2557, device='cuda:0')","tensor(0.0751, device='cuda:0')","tensor(0.1317, device='cuda:0')","tensor(0.9677, device='cuda:0')"
0,"tensor(0.4745, device='cuda:0')","tensor(0.1999, device='cuda:0')","tensor(0.3559, device='cuda:0')","tensor(0.4934, device='cuda:0')","tensor(0.1153, device='cuda:0')","tensor(1.6390, device='cuda:0')"
0,"tensor(0.2528, device='cuda:0')","tensor(0.1945, device='cuda:0')","tensor(0.2349, device='cuda:0')","tensor(0.1073, device='cuda:0')","tensor(0.0918, device='cuda:0')","tensor(0.8814, device='cuda:0')"
0,"tensor(0.2454, device='cuda:0')","tensor(0.1811, device='cuda:0')","tensor(0.2206, device='cuda:0')","tensor(0.0710, device='cuda:0')","tensor(0.1060, device='cuda:0')","tensor(0.8241, device='cuda:0')"
0,"tensor(0.1460, device='cuda:0')","tensor(0.1029, device='cuda:0')","tensor(0.2699, device='cuda:0')","tensor(0.0589, device='cuda:0')","tensor(0.0236, device='cuda:0')","tensor(0.6015, device='cuda:0')"
0,"tensor(0.6363, device='cuda:0')","tensor(0.2600, device='cuda:0')","tensor(0.4025, device='cuda:0')","tensor(0.6449, device='cuda:0')","tensor(0.1426, device='cuda:0')","tensor(2.0862, device='cuda:0')"
0,"tensor(0.1682, device='cuda:0')","tensor(0.1404, device='cuda:0')","tensor(0.3216, device='cuda:0')","tensor(0.1266, device='cuda:0')","tensor(0.0402, device='cuda:0')","tensor(0.7969, device='cuda:0')"
0,"tensor(0.3017, device='cuda:0')","tensor(0.2025, device='cuda:0')","tensor(0.2513, device='cuda:0')","tensor(0.1205, device='cuda:0')","tensor(0.0675, device='cuda:0')","tensor(0.9435, device='cuda:0')"
0,"tensor(0.2342, device='cuda:0')","tensor(0.1470, device='cuda:0')","tensor(0.2426, device='cuda:0')","tensor(0.0937, device='cuda:0')","tensor(0.0331, device='cuda:0')","tensor(0.7505, device='cuda:0')"
0,"tensor(0.2012, device='cuda:0')","tensor(0.1206, device='cuda:0')","tensor(0.2302, device='cuda:0')","tensor(0.0979, device='cuda:0')","tensor(0.0527, device='cuda:0')","tensor(0.7026, device='cuda:0')"
0,"tensor(0.3019, device='cuda:0')","tensor(0.2055, device='cuda:0')","tensor(0.2460, device='cuda:0')","tensor(0.0832, device='cuda:0')","tensor(0.0615, device='cuda:0')","tensor(0.8981, device='cuda:0')"
0,"tensor(0.3028, device='cuda:0')","tensor(0.2389, device='cuda:0')","tensor(0.2506, device='cuda:0')","tensor(0.0987, device='cuda:0')","tensor(0.0959, device='cuda:0')","tensor(0.9868, device='cuda:0')"
0,"tensor(0.2036, device='cuda:0')","tensor(0.1189, device='cuda:0')","tensor(0.2485, device='cuda:0')","tensor(0.1287, device='cuda:0')","tensor(0.0651, device='cuda:0')","tensor(0.7649, device='cuda:0')"
0,"tensor(0.1153, device='cuda:0')","tensor(0.0275, device='cuda:0')","tensor(0.4474, device='cuda:0')","tensor(0.2017, device='cuda:0')","tensor(0.0246, device='cuda:0')","tensor(0.8164, device='cuda:0')"
0,"tensor(0.3478, device='cuda:0')","tensor(0.1857, device='cuda:0')","tensor(0.2356, device='cuda:0')","tensor(0.1454, device='cuda:0')","tensor(0.0915, device='cuda:0')","tensor(1.0060, device='cuda:0')"
0,"tensor(0.2464, device='cuda:0')","tensor(0.1659, device='cuda:0')","tensor(0.2514, device='cuda:0')","tensor(0.0704, device='cuda:0')","tensor(0.0540, device='cuda:0')","tensor(0.7881, device='cuda:0')"
0,"tensor(0.2812, device='cuda:0')","tensor(0.2066, device='cuda:0')","tensor(0.2488, device='cuda:0')","tensor(0.0973, device='cuda:0')","tensor(0.0871, device='cuda:0')","tensor(0.9209, device='cuda:0')"
0,"tensor(0.1548, device='cuda:0')","tensor(0.1039, device='cuda:0')","tensor(0.1785, device='cuda:0')","tensor(0.0574, device='cuda:0')","tensor(0.0354, device='cuda:0')","tensor(0.5301, device='cuda:0')"
0,"tensor(0.2585, device='cuda:0')","tensor(0.2163, device='cuda:0')","tensor(0.2516, device='cuda:0')","tensor(0.0184, device='cuda:0')","tensor(0.0438, device='cuda:0')","tensor(0.7886, device='cuda:0')"
0,"tensor(0.2686, device='cuda:0')","tensor(0.1933, device='cuda:0')","tensor(0.2211, device='cuda:0')","tensor(0.1497, device='cuda:0')","tensor(0.0710, device='cuda:0')","tensor(0.9037, device='cuda:0')"
0,"tensor(0.2354, device='cuda:0')","tensor(0.1342, device='cuda:0')","tensor(0.2132, device='cuda:0')","tensor(0.0811, device='cuda:0')","tensor(0.0679, device='cuda:0')","tensor(0.7317, device='cuda:0')"
0,"tensor(0.2621, device='cuda:0')","tensor(0.0434, device='cuda:0')","tensor(0.2953, device='cuda:0')","tensor(0.4734, device='cuda:0')","tensor(0.0830, device='cuda:0')","tensor(1.1572, device='cuda:0')"
0,"tensor(0.1941, device='cuda:0')","tensor(0.1196, device='cuda:0')","tensor(0.1779, device='cuda:0')","tensor(0.0156, device='cuda:0')","tensor(0.0515, device='cuda:0')","tensor(0.5588, device='cuda:0')"
0,"tensor(0.1986, device='cuda:0')","tensor(0.1237, device='cuda:0')","tensor(0.2200, device='cuda:0')","tensor(0.0828, device='cuda:0')","tensor(0.0544, device='cuda:0')","tensor(0.6795, device='cuda:0')"
0,"tensor(0.3159, device='cuda:0')","tensor(0.2631, device='cuda:0')","tensor(0.2790, device='cuda:0')","tensor(0.0458, device='cuda:0')","tensor(0.0766, device='cuda:0')","tensor(0.9804, device='cuda:0')"
0,"tensor(0.2421, device='cuda:0')","tensor(0.1625, device='cuda:0')","tensor(0.2956, device='cuda:0')","tensor(0.0525, device='cuda:0')","tensor(0.0327, device='cuda:0')","tensor(0.7854, device='cuda:0')"
0,"tensor(0.2569, device='cuda:0')","tensor(0.1455, device='cuda:0')","tensor(0.2413, device='cuda:0')","tensor(0.0711, device='cuda:0')","tensor(0.0460, device='cuda:0')","tensor(0.7607, device='cuda:0')"
0,"tensor(0.1199, device='cuda:0')","tensor(0.0817, device='cuda:0')","tensor(0.2213, device='cuda:0')","tensor(0.0391, device='cuda:0')","tensor(0.0284, device='cuda:0')","tensor(0.4904, device='cuda:0')"
0,"tensor(0.2097, device='cuda:0')","tensor(0.1606, device='cuda:0')","tensor(0.1964, device='cuda:0')","tensor(0.0448, device='cuda:0')","tensor(0.0780, device='cuda:0')","tensor(0.6896, device='cuda:0')"
0,"tensor(0.0526, device='cuda:0')","tensor(0.0140, device='cuda:0')","tensor(0.2291, device='cuda:0')","tensor(0.0565, device='cuda:0')","tensor(0.0090, device='cuda:0')","tensor(0.3612, device='cuda:0')"
0,"tensor(0.2726, device='cuda:0')","tensor(0.1518, device='cuda:0')","tensor(0.2190, device='cuda:0')","tensor(0.0898, device='cuda:0')","tensor(0.0654, device='cuda:0')","tensor(0.7986, device='cuda:0')"
0,"tensor(0.2061, device='cuda:0')","tensor(0.1503, device='cuda:0')","tensor(0.3173, device='cuda:0')","tensor(0.0929, device='cuda:0')","tensor(0.0329, device='cuda:0')","tensor(0.7995, device='cuda:0')"
0,"tensor(0.2308, device='cuda:0')","tensor(0.1471, device='cuda:0')","tensor(0.2414, device='cuda:0')","tensor(0.0401, device='cuda:0')","tensor(0.1285, device='cuda:0')","tensor(0.7878, device='cuda:0')"
0,"tensor(0.2249, device='cuda:0')","tensor(0.1230, device='cuda:0')","tensor(0.2442, device='cuda:0')","tensor(0.1246, device='cuda:0')","tensor(0.1030, device='cuda:0')","tensor(0.8196, device='cuda:0')"
0,"tensor(0.2389, device='cuda:0')","tensor(0.1468, device='cuda:0')","tensor(0.2521, device='cuda:0')","tensor(0.0440, device='cuda:0')","tensor(0.0751, device='cuda:0')","tensor(0.7569, device='cuda:0')"
0,"tensor(0.1491, device='cuda:0')","tensor(0.0896, device='cuda:0')","tensor(0.1950, device='cuda:0')","tensor(0.1336, device='cuda:0')","tensor(0.0268, device='cuda:0')","tensor(0.5941, device='cuda:0')"
0,"tensor(0.2873, device='cuda:0')","tensor(0.1746, device='cuda:0')","tensor(0.2920, device='cuda:0')","tensor(0.0569, device='cuda:0')","tensor(0.0884, device='cuda:0')","tensor(0.8992, device='cuda:0')"
0,"tensor(0.2343, device='cuda:0')","tensor(0.2036, device='cuda:0')","tensor(0.2746, device='cuda:0')","tensor(0.0530, device='cuda:0')","tensor(0.0599, device='cuda:0')","tensor(0.8255, device='cuda:0')"
0,"tensor(0.2097, device='cuda:0')","tensor(0.1167, device='cuda:0')","tensor(0.2771, device='cuda:0')","tensor(0.2562, device='cuda:0')","tensor(0.0617, device='cuda:0')","tensor(0.9214, device='cuda:0')"
0,"tensor(0.1037, device='cuda:0')","tensor(0.1199, device='cuda:0')","tensor(0.2748, device='cuda:0')","tensor(0.0183, device='cuda:0')","tensor(0.0147, device='cuda:0')","tensor(0.5314, device='cuda:0')"
0,"tensor(0.2532, device='cuda:0')","tensor(0.2406, device='cuda:0')","tensor(0.2577, device='cuda:0')","tensor(0.0678, device='cuda:0')","tensor(0.0476, device='cuda:0')","tensor(0.8669, device='cuda:0')"
0,"tensor(0.1047, device='cuda:0')","tensor(0.0722, device='cuda:0')","tensor(0.1637, device='cuda:0')","tensor(0.0163, device='cuda:0')","tensor(0.0127, device='cuda:0')","tensor(0.3697, device='cuda:0')"
0,"tensor(0.0905, device='cuda:0')","tensor(0.0751, device='cuda:0')","tensor(0.2659, device='cuda:0')","tensor(0.0174, device='cuda:0')","tensor(0.0124, device='cuda:0')","tensor(0.4613, device='cuda:0')"
0,"tensor(0.2539, device='cuda:0')","tensor(0.1228, device='cuda:0')","tensor(0.2244, device='cuda:0')","tensor(0.0539, device='cuda:0')","tensor(0.0626, device='cuda:0')","tensor(0.7176, device='cuda:0')"
0,"tensor(0.0915, device='cuda:0')","tensor(0.0314, device='cuda:0')","tensor(0.1660, device='cuda:0')","tensor(0.0156, device='cuda:0')","tensor(0.0068, device='cuda:0')","tensor(0.3113, device='cuda:0')"
0,"tensor(0.2584, device='cuda:0')","tensor(0.1876, device='cuda:0')","tensor(0.2324, device='cuda:0')","tensor(0.1043, device='cuda:0')","tensor(0.0696, device='cuda:0')","tensor(0.8523, device='cuda:0')"
0,"tensor(0.2081, device='cuda:0')","tensor(0.1459, device='cuda:0')","tensor(0.3017, device='cuda:0')","tensor(0.1654, device='cuda:0')","tensor(0.0747, device='cuda:0')","tensor(0.8958, device='cuda:0')"
0,"tensor(0.1895, device='cuda:0')","tensor(0.1616, device='cuda:0')","tensor(0.2177, device='cuda:0')","tensor(0.0364, device='cuda:0')","tensor(0.0792, device='cuda:0')","tensor(0.6844, device='cuda:0')"
0,"tensor(0.3094, device='cuda:0')","tensor(0.2421, device='cuda:0')","tensor(0.2449, device='cuda:0')","tensor(0.0980, device='cuda:0')","tensor(0.0709, device='cuda:0')","tensor(0.9652, device='cuda:0')"
0,"tensor(0.1008, device='cuda:0')","tensor(0.0450, device='cuda:0')","tensor(0.3679, device='cuda:0')","tensor(0.1659, device='cuda:0')","tensor(0.0416, device='cuda:0')","tensor(0.7212, device='cuda:0')"
0,"tensor(0.2667, device='cuda:0')","tensor(0.1428, device='cuda:0')","tensor(0.4036, device='cuda:0')","tensor(0.0495, device='cuda:0')","tensor(0.0367, device='cuda:0')","tensor(0.8993, device='cuda:0')"
0,"tensor(0.1814, device='cuda:0')","tensor(0.1332, device='cuda:0')","tensor(0.2419, device='cuda:0')","tensor(0.0582, device='cuda:0')","tensor(0.0281, device='cuda:0')","tensor(0.6427, device='cuda:0')"
0,"tensor(0.1597, device='cuda:0')","tensor(0.1094, device='cuda:0')","tensor(0.2276, device='cuda:0')","tensor(0.0911, device='cuda:0')","tensor(0.0476, device='cuda:0')","tensor(0.6354, device='cuda:0')"
0,"tensor(0.3322, device='cuda:0')","tensor(0.1256, device='cuda:0')","tensor(0.4331, device='cuda:0')","tensor(0.7963, device='cuda:0')","tensor(0.1081, device='cuda:0')","tensor(1.7954, device='cuda:0')"
0,"tensor(0.1624, device='cuda:0')","tensor(0.1591, device='cuda:0')","tensor(0.2013, device='cuda:0')","tensor(0.0171, device='cuda:0')","tensor(0.0304, device='cuda:0')","tensor(0.5703, device='cuda:0')"
0,"tensor(0.2734, device='cuda:0')","tensor(0.2200, device='cuda:0')","tensor(0.2725, device='cuda:0')","tensor(0.1539, device='cuda:0')","tensor(0.0676, device='cuda:0')","tensor(0.9874, device='cuda:0')"
0,"tensor(0.2896, device='cuda:0')","tensor(0.1738, device='cuda:0')","tensor(0.2775, device='cuda:0')","tensor(0.0516, device='cuda:0')","tensor(0.0250, device='cuda:0')","tensor(0.8175, device='cuda:0')"
0,"tensor(0.1774, device='cuda:0')","tensor(0.1583, device='cuda:0')","tensor(0.2964, device='cuda:0')","tensor(0.0703, device='cuda:0')","tensor(0.0353, device='cuda:0')","tensor(0.7377, device='cuda:0')"
0,"tensor(0.2118, device='cuda:0')","tensor(0.1255, device='cuda:0')","tensor(0.2771, device='cuda:0')","tensor(0.0803, device='cuda:0')","tensor(0.0429, device='cuda:0')","tensor(0.7378, device='cuda:0')"
0,"tensor(0.2316, device='cuda:0')","tensor(0.1030, device='cuda:0')","tensor(0.2504, device='cuda:0')","tensor(0.1410, device='cuda:0')","tensor(0.0481, device='cuda:0')","tensor(0.7741, device='cuda:0')"
0,"tensor(0.3464, device='cuda:0')","tensor(0.2947, device='cuda:0')","tensor(0.3038, device='cuda:0')","tensor(0.0485, device='cuda:0')","tensor(0.0296, device='cuda:0')","tensor(1.0230, device='cuda:0')"
0,"tensor(0.1535, device='cuda:0')","tensor(0.1493, device='cuda:0')","tensor(0.2556, device='cuda:0')","tensor(0.0328, device='cuda:0')","tensor(0.0505, device='cuda:0')","tensor(0.6417, device='cuda:0')"
0,"tensor(0.2627, device='cuda:0')","tensor(0.1997, device='cuda:0')","tensor(0.2471, device='cuda:0')","tensor(0.0899, device='cuda:0')","tensor(0.1321, device='cuda:0')","tensor(0.9316, device='cuda:0')"
0,"tensor(0.1512, device='cuda:0')","tensor(0.2268, device='cuda:0')","tensor(0.2705, device='cuda:0')","tensor(0.0230, device='cuda:0')","tensor(0.0264, device='cuda:0')","tensor(0.6979, device='cuda:0')"
0,"tensor(0.1688, device='cuda:0')","tensor(0.1203, device='cuda:0')","tensor(0.2176, device='cuda:0')","tensor(0.0229, device='cuda:0')","tensor(0.0394, device='cuda:0')","tensor(0.5689, device='cuda:0')"
0,"tensor(0.2286, device='cuda:0')","tensor(0.1274, device='cuda:0')","tensor(0.2626, device='cuda:0')","tensor(0.0515, device='cuda:0')","tensor(0.0327, device='cuda:0')","tensor(0.7027, device='cuda:0')"
0,"tensor(0.2272, device='cuda:0')","tensor(0.1796, device='cuda:0')","tensor(0.2694, device='cuda:0')","tensor(0.0445, device='cuda:0')","tensor(0.0649, device='cuda:0')","tensor(0.7857, device='cuda:0')"
0,"tensor(0.2037, device='cuda:0')","tensor(0.1164, device='cuda:0')","tensor(0.1820, device='cuda:0')","tensor(0.0626, device='cuda:0')","tensor(0.0452, device='cuda:0')","tensor(0.6098, device='cuda:0')"
0,"tensor(0.3399, device='cuda:0')","tensor(0.1956, device='cuda:0')","tensor(0.2738, device='cuda:0')","tensor(0.0930, device='cuda:0')","tensor(0.1087, device='cuda:0')","tensor(1.0110, device='cuda:0')"
0,"tensor(0.2162, device='cuda:0')","tensor(0.1429, device='cuda:0')","tensor(0.2335, device='cuda:0')","tensor(0.0544, device='cuda:0')","tensor(0.0871, device='cuda:0')","tensor(0.7341, device='cuda:0')"
0,"tensor(0.2276, device='cuda:0')","tensor(0.1568, device='cuda:0')","tensor(0.2370, device='cuda:0')","tensor(0.1736, device='cuda:0')","tensor(0.0920, device='cuda:0')","tensor(0.8871, device='cuda:0')"
0,"tensor(0.0412, device='cuda:0')","tensor(0.0284, device='cuda:0')","tensor(0.2059, device='cuda:0')","tensor(0.0161, device='cuda:0')","tensor(0.0188, device='cuda:0')","tensor(0.3104, device='cuda:0')"
0,"tensor(0.4178, device='cuda:0')","tensor(0.3059, device='cuda:0')","tensor(0.2799, device='cuda:0')","tensor(0.1233, device='cuda:0')","tensor(0.1122, device='cuda:0')","tensor(1.2390, device='cuda:0')"
