,loss_classifier,loss_box_reg,loss_mask,loss_objectness,loss_rpn_box_reg,loss
0,"tensor(0.5630, device='cuda:0')","tensor(0.4011, device='cuda:0')","tensor(0.4812, device='cuda:0')","tensor(0.1948, device='cuda:0')","tensor(0.1144, device='cuda:0')","tensor(1.7545, device='cuda:0')"
0,"tensor(0.3177, device='cuda:0')","tensor(0.2189, device='cuda:0')","tensor(0.4222, device='cuda:0')","tensor(0.0913, device='cuda:0')","tensor(0.0291, device='cuda:0')","tensor(1.0791, device='cuda:0')"
0,"tensor(0.5844, device='cuda:0')","tensor(0.3408, device='cuda:0')","tensor(0.3839, device='cuda:0')","tensor(0.0914, device='cuda:0')","tensor(0.1012, device='cuda:0')","tensor(1.5016, device='cuda:0')"
0,"tensor(0.4901, device='cuda:0')","tensor(0.3055, device='cuda:0')","tensor(0.3762, device='cuda:0')","tensor(0.1108, device='cuda:0')","tensor(0.1251, device='cuda:0')","tensor(1.4077, device='cuda:0')"
0,"tensor(0.5960, device='cuda:0')","tensor(0.4107, device='cuda:0')","tensor(0.3703, device='cuda:0')","tensor(0.2927, device='cuda:0')","tensor(0.2767, device='cuda:0')","tensor(1.9465, device='cuda:0')"
0,"tensor(0.4923, device='cuda:0')","tensor(0.3036, device='cuda:0')","tensor(0.5006, device='cuda:0')","tensor(0.1211, device='cuda:0')","tensor(0.1333, device='cuda:0')","tensor(1.5509, device='cuda:0')"
0,"tensor(0.3108, device='cuda:0')","tensor(0.2076, device='cuda:0')","tensor(0.3500, device='cuda:0')","tensor(0.1010, device='cuda:0')","tensor(0.0661, device='cuda:0')","tensor(1.0354, device='cuda:0')"
0,"tensor(0.5398, device='cuda:0')","tensor(0.4165, device='cuda:0')","tensor(0.3022, device='cuda:0')","tensor(0.0910, device='cuda:0')","tensor(0.1010, device='cuda:0')","tensor(1.4506, device='cuda:0')"
0,"tensor(0.5649, device='cuda:0')","tensor(0.3996, device='cuda:0')","tensor(0.3420, device='cuda:0')","tensor(0.2491, device='cuda:0')","tensor(0.2199, device='cuda:0')","tensor(1.7755, device='cuda:0')"
0,"tensor(0.5252, device='cuda:0')","tensor(0.3147, device='cuda:0')","tensor(0.3204, device='cuda:0')","tensor(0.1786, device='cuda:0')","tensor(0.0955, device='cuda:0')","tensor(1.4344, device='cuda:0')"
0,"tensor(0.5691, device='cuda:0')","tensor(0.3957, device='cuda:0')","tensor(0.4444, device='cuda:0')","tensor(0.3589, device='cuda:0')","tensor(0.1749, device='cuda:0')","tensor(1.9429, device='cuda:0')"
0,"tensor(0.3318, device='cuda:0')","tensor(0.1968, device='cuda:0')","tensor(0.3402, device='cuda:0')","tensor(0.0929, device='cuda:0')","tensor(0.0378, device='cuda:0')","tensor(0.9996, device='cuda:0')"
0,"tensor(0.3199, device='cuda:0')","tensor(0.2100, device='cuda:0')","tensor(0.3834, device='cuda:0')","tensor(0.1287, device='cuda:0')","tensor(0.0531, device='cuda:0')","tensor(1.0951, device='cuda:0')"
0,"tensor(0.3479, device='cuda:0')","tensor(0.0953, device='cuda:0')","tensor(0.5256, device='cuda:0')","tensor(0.5823, device='cuda:0')","tensor(0.1382, device='cuda:0')","tensor(1.6894, device='cuda:0')"
0,"tensor(0.4546, device='cuda:0')","tensor(0.2953, device='cuda:0')","tensor(0.3006, device='cuda:0')","tensor(0.1378, device='cuda:0')","tensor(0.1333, device='cuda:0')","tensor(1.3216, device='cuda:0')"
0,"tensor(0.5005, device='cuda:0')","tensor(0.2609, device='cuda:0')","tensor(0.3195, device='cuda:0')","tensor(0.1701, device='cuda:0')","tensor(0.1336, device='cuda:0')","tensor(1.3847, device='cuda:0')"
0,"tensor(0.2795, device='cuda:0')","tensor(0.2059, device='cuda:0')","tensor(0.2987, device='cuda:0')","tensor(0.0862, device='cuda:0')","tensor(0.0520, device='cuda:0')","tensor(0.9223, device='cuda:0')"
0,"tensor(0.5326, device='cuda:0')","tensor(0.3115, device='cuda:0')","tensor(0.3464, device='cuda:0')","tensor(0.2266, device='cuda:0')","tensor(0.1386, device='cuda:0')","tensor(1.5558, device='cuda:0')"
0,"tensor(0.1914, device='cuda:0')","tensor(0.1235, device='cuda:0')","tensor(0.3545, device='cuda:0')","tensor(0.0454, device='cuda:0')","tensor(0.0162, device='cuda:0')","tensor(0.7309, device='cuda:0')"
0,"tensor(0.4004, device='cuda:0')","tensor(0.2234, device='cuda:0')","tensor(0.2975, device='cuda:0')","tensor(0.0943, device='cuda:0')","tensor(0.0557, device='cuda:0')","tensor(1.0712, device='cuda:0')"
0,"tensor(0.5097, device='cuda:0')","tensor(0.3733, device='cuda:0')","tensor(0.3098, device='cuda:0')","tensor(0.1624, device='cuda:0')","tensor(0.1193, device='cuda:0')","tensor(1.4745, device='cuda:0')"
0,"tensor(0.2447, device='cuda:0')","tensor(0.1952, device='cuda:0')","tensor(0.2911, device='cuda:0')","tensor(0.1012, device='cuda:0')","tensor(0.0867, device='cuda:0')","tensor(0.9190, device='cuda:0')"
0,"tensor(0.5564, device='cuda:0')","tensor(0.3963, device='cuda:0')","tensor(0.2959, device='cuda:0')","tensor(0.1841, device='cuda:0')","tensor(0.1594, device='cuda:0')","tensor(1.5921, device='cuda:0')"
0,"tensor(0.4061, device='cuda:0')","tensor(0.2120, device='cuda:0')","tensor(0.3497, device='cuda:0')","tensor(0.0447, device='cuda:0')","tensor(0.0349, device='cuda:0')","tensor(1.0474, device='cuda:0')"
0,"tensor(0.3368, device='cuda:0')","tensor(0.1399, device='cuda:0')","tensor(0.4561, device='cuda:0')","tensor(0.0938, device='cuda:0')","tensor(0.0631, device='cuda:0')","tensor(1.0897, device='cuda:0')"
0,"tensor(0.2689, device='cuda:0')","tensor(0.1482, device='cuda:0')","tensor(0.3718, device='cuda:0')","tensor(0.1962, device='cuda:0')","tensor(0.0567, device='cuda:0')","tensor(1.0417, device='cuda:0')"
0,"tensor(0.4715, device='cuda:0')","tensor(0.3490, device='cuda:0')","tensor(0.3729, device='cuda:0')","tensor(0.1289, device='cuda:0')","tensor(0.1268, device='cuda:0')","tensor(1.4490, device='cuda:0')"
0,"tensor(0.3829, device='cuda:0')","tensor(0.2836, device='cuda:0')","tensor(0.3090, device='cuda:0')","tensor(0.0956, device='cuda:0')","tensor(0.0616, device='cuda:0')","tensor(1.1328, device='cuda:0')"
0,"tensor(0.3460, device='cuda:0')","tensor(0.2784, device='cuda:0')","tensor(0.2862, device='cuda:0')","tensor(0.0686, device='cuda:0')","tensor(0.0730, device='cuda:0')","tensor(1.0523, device='cuda:0')"
0,"tensor(0.4792, device='cuda:0')","tensor(0.3371, device='cuda:0')","tensor(0.2966, device='cuda:0')","tensor(0.1410, device='cuda:0')","tensor(0.1663, device='cuda:0')","tensor(1.4203, device='cuda:0')"
0,"tensor(0.5037, device='cuda:0')","tensor(0.3510, device='cuda:0')","tensor(0.4110, device='cuda:0')","tensor(0.0918, device='cuda:0')","tensor(0.0733, device='cuda:0')","tensor(1.4309, device='cuda:0')"
0,"tensor(0.2097, device='cuda:0')","tensor(0.1408, device='cuda:0')","tensor(0.4511, device='cuda:0')","tensor(0.0361, device='cuda:0')","tensor(0.0149, device='cuda:0')","tensor(0.8525, device='cuda:0')"
0,"tensor(0.3490, device='cuda:0')","tensor(0.3174, device='cuda:0')","tensor(0.2638, device='cuda:0')","tensor(0.0444, device='cuda:0')","tensor(0.0929, device='cuda:0')","tensor(1.0675, device='cuda:0')"
0,"tensor(0.4918, device='cuda:0')","tensor(0.3728, device='cuda:0')","tensor(0.3553, device='cuda:0')","tensor(0.0710, device='cuda:0')","tensor(0.0706, device='cuda:0')","tensor(1.3615, device='cuda:0')"
0,"tensor(0.4710, device='cuda:0')","tensor(0.3666, device='cuda:0')","tensor(0.3662, device='cuda:0')","tensor(0.1779, device='cuda:0')","tensor(0.0987, device='cuda:0')","tensor(1.4805, device='cuda:0')"
0,"tensor(0.5512, device='cuda:0')","tensor(0.2951, device='cuda:0')","tensor(0.3572, device='cuda:0')","tensor(0.1999, device='cuda:0')","tensor(0.1296, device='cuda:0')","tensor(1.5330, device='cuda:0')"
0,"tensor(0.1849, device='cuda:0')","tensor(0.0778, device='cuda:0')","tensor(0.4184, device='cuda:0')","tensor(0.0353, device='cuda:0')","tensor(0.0115, device='cuda:0')","tensor(0.7280, device='cuda:0')"
0,"tensor(0.2497, device='cuda:0')","tensor(0.1586, device='cuda:0')","tensor(0.3376, device='cuda:0')","tensor(0.0664, device='cuda:0')","tensor(0.0519, device='cuda:0')","tensor(0.8642, device='cuda:0')"
0,"tensor(0.5068, device='cuda:0')","tensor(0.3357, device='cuda:0')","tensor(0.3507, device='cuda:0')","tensor(0.2055, device='cuda:0')","tensor(0.1547, device='cuda:0')","tensor(1.5534, device='cuda:0')"
0,"tensor(0.3580, device='cuda:0')","tensor(0.2434, device='cuda:0')","tensor(0.3268, device='cuda:0')","tensor(0.0983, device='cuda:0')","tensor(0.1930, device='cuda:0')","tensor(1.2196, device='cuda:0')"
0,"tensor(0.4468, device='cuda:0')","tensor(0.2928, device='cuda:0')","tensor(0.3539, device='cuda:0')","tensor(0.1815, device='cuda:0')","tensor(0.1189, device='cuda:0')","tensor(1.3940, device='cuda:0')"
0,"tensor(0.4732, device='cuda:0')","tensor(0.3188, device='cuda:0')","tensor(0.3446, device='cuda:0')","tensor(0.2793, device='cuda:0')","tensor(0.1080, device='cuda:0')","tensor(1.5239, device='cuda:0')"
0,"tensor(0.2764, device='cuda:0')","tensor(0.1971, device='cuda:0')","tensor(0.3472, device='cuda:0')","tensor(0.0437, device='cuda:0')","tensor(0.0747, device='cuda:0')","tensor(0.9392, device='cuda:0')"
0,"tensor(0.3250, device='cuda:0')","tensor(0.2345, device='cuda:0')","tensor(0.3198, device='cuda:0')","tensor(0.1381, device='cuda:0')","tensor(0.0517, device='cuda:0')","tensor(1.0691, device='cuda:0')"
0,"tensor(0.3054, device='cuda:0')","tensor(0.1820, device='cuda:0')","tensor(0.2773, device='cuda:0')","tensor(0.1054, device='cuda:0')","tensor(0.0560, device='cuda:0')","tensor(0.9260, device='cuda:0')"
0,"tensor(0.3854, device='cuda:0')","tensor(0.2119, device='cuda:0')","tensor(0.2917, device='cuda:0')","tensor(0.1092, device='cuda:0')","tensor(0.1236, device='cuda:0')","tensor(1.1219, device='cuda:0')"
0,"tensor(0.5387, device='cuda:0')","tensor(0.3295, device='cuda:0')","tensor(0.2729, device='cuda:0')","tensor(0.2921, device='cuda:0')","tensor(0.2098, device='cuda:0')","tensor(1.6429, device='cuda:0')"
0,"tensor(0.3601, device='cuda:0')","tensor(0.2392, device='cuda:0')","tensor(0.3953, device='cuda:0')","tensor(0.1925, device='cuda:0')","tensor(0.0718, device='cuda:0')","tensor(1.2590, device='cuda:0')"
0,"tensor(0.3172, device='cuda:0')","tensor(0.1852, device='cuda:0')","tensor(0.3206, device='cuda:0')","tensor(0.1411, device='cuda:0')","tensor(0.1300, device='cuda:0')","tensor(1.0940, device='cuda:0')"
0,"tensor(0.1973, device='cuda:0')","tensor(0.0658, device='cuda:0')","tensor(0.8747, device='cuda:0')","tensor(0.3497, device='cuda:0')","tensor(0.0663, device='cuda:0')","tensor(1.5539, device='cuda:0')"
0,"tensor(0.3993, device='cuda:0')","tensor(0.2458, device='cuda:0')","tensor(0.3425, device='cuda:0')","tensor(0.0745, device='cuda:0')","tensor(0.0456, device='cuda:0')","tensor(1.1077, device='cuda:0')"
0,"tensor(0.3660, device='cuda:0')","tensor(0.2167, device='cuda:0')","tensor(0.3537, device='cuda:0')","tensor(0.0880, device='cuda:0')","tensor(0.0561, device='cuda:0')","tensor(1.0805, device='cuda:0')"
0,"tensor(0.5810, device='cuda:0')","tensor(0.3272, device='cuda:0')","tensor(0.3512, device='cuda:0')","tensor(0.0934, device='cuda:0')","tensor(0.0633, device='cuda:0')","tensor(1.4161, device='cuda:0')"
0,"tensor(0.5230, device='cuda:0')","tensor(0.3133, device='cuda:0')","tensor(0.3510, device='cuda:0')","tensor(0.1598, device='cuda:0')","tensor(0.1289, device='cuda:0')","tensor(1.4760, device='cuda:0')"
0,"tensor(0.5353, device='cuda:0')","tensor(0.4063, device='cuda:0')","tensor(0.4232, device='cuda:0')","tensor(0.1758, device='cuda:0')","tensor(0.1298, device='cuda:0')","tensor(1.6704, device='cuda:0')"
0,"tensor(0.4202, device='cuda:0')","tensor(0.3020, device='cuda:0')","tensor(0.3816, device='cuda:0')","tensor(0.1121, device='cuda:0')","tensor(0.0507, device='cuda:0')","tensor(1.2666, device='cuda:0')"
0,"tensor(0.3153, device='cuda:0')","tensor(0.1749, device='cuda:0')","tensor(0.3242, device='cuda:0')","tensor(0.0492, device='cuda:0')","tensor(0.0592, device='cuda:0')","tensor(0.9227, device='cuda:0')"
0,"tensor(0.4542, device='cuda:0')","tensor(0.2772, device='cuda:0')","tensor(0.3727, device='cuda:0')","tensor(0.2102, device='cuda:0')","tensor(0.1068, device='cuda:0')","tensor(1.4211, device='cuda:0')"
0,"tensor(0.3697, device='cuda:0')","tensor(0.1917, device='cuda:0')","tensor(0.3529, device='cuda:0')","tensor(0.1351, device='cuda:0')","tensor(0.1254, device='cuda:0')","tensor(1.1748, device='cuda:0')"
0,"tensor(0.4305, device='cuda:0')","tensor(0.3498, device='cuda:0')","tensor(0.3816, device='cuda:0')","tensor(0.0862, device='cuda:0')","tensor(0.0738, device='cuda:0')","tensor(1.3218, device='cuda:0')"
0,"tensor(0.4595, device='cuda:0')","tensor(0.3384, device='cuda:0')","tensor(0.3473, device='cuda:0')","tensor(0.1060, device='cuda:0')","tensor(0.0921, device='cuda:0')","tensor(1.3432, device='cuda:0')"
0,"tensor(0.3001, device='cuda:0')","tensor(0.1705, device='cuda:0')","tensor(0.3431, device='cuda:0')","tensor(0.0301, device='cuda:0')","tensor(0.0659, device='cuda:0')","tensor(0.9097, device='cuda:0')"
0,"tensor(0.3758, device='cuda:0')","tensor(0.1720, device='cuda:0')","tensor(0.3083, device='cuda:0')","tensor(0.1178, device='cuda:0')","tensor(0.0697, device='cuda:0')","tensor(1.0436, device='cuda:0')"
0,"tensor(0.2389, device='cuda:0')","tensor(0.1444, device='cuda:0')","tensor(0.1948, device='cuda:0')","tensor(0.0209, device='cuda:0')","tensor(0.0211, device='cuda:0')","tensor(0.6201, device='cuda:0')"
0,"tensor(0.3109, device='cuda:0')","tensor(0.1724, device='cuda:0')","tensor(0.3093, device='cuda:0')","tensor(0.0764, device='cuda:0')","tensor(0.0285, device='cuda:0')","tensor(0.8975, device='cuda:0')"
0,"tensor(0.3068, device='cuda:0')","tensor(0.2243, device='cuda:0')","tensor(0.3280, device='cuda:0')","tensor(0.0864, device='cuda:0')","tensor(0.0653, device='cuda:0')","tensor(1.0109, device='cuda:0')"
0,"tensor(0.3223, device='cuda:0')","tensor(0.2447, device='cuda:0')","tensor(0.3649, device='cuda:0')","tensor(0.0711, device='cuda:0')","tensor(0.0441, device='cuda:0')","tensor(1.0471, device='cuda:0')"
0,"tensor(0.3775, device='cuda:0')","tensor(0.2553, device='cuda:0')","tensor(0.3506, device='cuda:0')","tensor(0.1174, device='cuda:0')","tensor(0.0628, device='cuda:0')","tensor(1.1636, device='cuda:0')"
0,"tensor(0.4200, device='cuda:0')","tensor(0.2966, device='cuda:0')","tensor(0.3727, device='cuda:0')","tensor(0.0758, device='cuda:0')","tensor(0.0680, device='cuda:0')","tensor(1.2331, device='cuda:0')"
0,"tensor(0.4356, device='cuda:0')","tensor(0.1158, device='cuda:0')","tensor(0.7175, device='cuda:0')","tensor(0.2705, device='cuda:0')","tensor(0.0658, device='cuda:0')","tensor(1.6052, device='cuda:0')"
0,"tensor(0.4972, device='cuda:0')","tensor(0.3316, device='cuda:0')","tensor(0.4018, device='cuda:0')","tensor(0.1062, device='cuda:0')","tensor(0.1260, device='cuda:0')","tensor(1.4629, device='cuda:0')"
0,"tensor(0.2672, device='cuda:0')","tensor(0.1469, device='cuda:0')","tensor(0.2644, device='cuda:0')","tensor(0.0365, device='cuda:0')","tensor(0.0282, device='cuda:0')","tensor(0.7432, device='cuda:0')"
0,"tensor(0.5758, device='cuda:0')","tensor(0.3487, device='cuda:0')","tensor(0.3758, device='cuda:0')","tensor(0.2337, device='cuda:0')","tensor(0.1997, device='cuda:0')","tensor(1.7337, device='cuda:0')"
0,"tensor(0.5405, device='cuda:0')","tensor(0.2986, device='cuda:0')","tensor(0.3221, device='cuda:0')","tensor(0.0456, device='cuda:0')","tensor(0.0593, device='cuda:0')","tensor(1.2661, device='cuda:0')"
0,"tensor(0.4019, device='cuda:0')","tensor(0.2225, device='cuda:0')","tensor(0.3526, device='cuda:0')","tensor(0.0784, device='cuda:0')","tensor(0.0581, device='cuda:0')","tensor(1.1136, device='cuda:0')"
0,"tensor(0.3008, device='cuda:0')","tensor(0.1610, device='cuda:0')","tensor(0.3241, device='cuda:0')","tensor(0.0454, device='cuda:0')","tensor(0.0288, device='cuda:0')","tensor(0.8602, device='cuda:0')"
0,"tensor(0.2636, device='cuda:0')","tensor(0.1416, device='cuda:0')","tensor(0.2838, device='cuda:0')","tensor(0.0586, device='cuda:0')","tensor(0.0347, device='cuda:0')","tensor(0.7822, device='cuda:0')"
0,"tensor(0.3784, device='cuda:0')","tensor(0.2293, device='cuda:0')","tensor(0.4113, device='cuda:0')","tensor(0.1467, device='cuda:0')","tensor(0.0505, device='cuda:0')","tensor(1.2162, device='cuda:0')"
0,"tensor(0.2650, device='cuda:0')","tensor(0.1635, device='cuda:0')","tensor(0.3695, device='cuda:0')","tensor(0.0652, device='cuda:0')","tensor(0.0579, device='cuda:0')","tensor(0.9210, device='cuda:0')"
0,"tensor(0.2612, device='cuda:0')","tensor(0.2077, device='cuda:0')","tensor(0.3755, device='cuda:0')","tensor(0.0784, device='cuda:0')","tensor(0.0833, device='cuda:0')","tensor(1.0061, device='cuda:0')"
0,"tensor(0.3968, device='cuda:0')","tensor(0.2414, device='cuda:0')","tensor(0.3137, device='cuda:0')","tensor(0.1298, device='cuda:0')","tensor(0.1216, device='cuda:0')","tensor(1.2033, device='cuda:0')"
0,"tensor(0.4333, device='cuda:0')","tensor(0.2919, device='cuda:0')","tensor(0.3156, device='cuda:0')","tensor(0.1876, device='cuda:0')","tensor(0.1334, device='cuda:0')","tensor(1.3618, device='cuda:0')"
0,"tensor(0.4026, device='cuda:0')","tensor(0.2800, device='cuda:0')","tensor(0.2888, device='cuda:0')","tensor(0.1373, device='cuda:0')","tensor(0.1454, device='cuda:0')","tensor(1.2542, device='cuda:0')"
0,"tensor(0.4831, device='cuda:0')","tensor(0.3020, device='cuda:0')","tensor(0.2838, device='cuda:0')","tensor(0.2080, device='cuda:0')","tensor(0.1205, device='cuda:0')","tensor(1.3973, device='cuda:0')"
0,"tensor(0.2593, device='cuda:0')","tensor(0.1986, device='cuda:0')","tensor(0.3266, device='cuda:0')","tensor(0.0295, device='cuda:0')","tensor(0.0563, device='cuda:0')","tensor(0.8703, device='cuda:0')"
0,"tensor(0.0963, device='cuda:0')","tensor(0.1042, device='cuda:0')","tensor(0.4239, device='cuda:0')","tensor(0.0182, device='cuda:0')","tensor(0.0398, device='cuda:0')","tensor(0.6824, device='cuda:0')"
0,"tensor(0.2280, device='cuda:0')","tensor(0.1285, device='cuda:0')","tensor(0.3211, device='cuda:0')","tensor(0.0770, device='cuda:0')","tensor(0.0401, device='cuda:0')","tensor(0.7948, device='cuda:0')"
0,"tensor(0.3238, device='cuda:0')","tensor(0.1630, device='cuda:0')","tensor(0.3087, device='cuda:0')","tensor(0.0666, device='cuda:0')","tensor(0.0369, device='cuda:0')","tensor(0.8989, device='cuda:0')"
0,"tensor(0.2459, device='cuda:0')","tensor(0.1361, device='cuda:0')","tensor(0.2996, device='cuda:0')","tensor(0.0332, device='cuda:0')","tensor(0.0159, device='cuda:0')","tensor(0.7308, device='cuda:0')"
0,"tensor(0.3396, device='cuda:0')","tensor(0.2540, device='cuda:0')","tensor(0.3688, device='cuda:0')","tensor(0.0384, device='cuda:0')","tensor(0.0390, device='cuda:0')","tensor(1.0398, device='cuda:0')"
0,"tensor(0.5108, device='cuda:0')","tensor(0.3354, device='cuda:0')","tensor(0.3134, device='cuda:0')","tensor(0.1495, device='cuda:0')","tensor(0.1009, device='cuda:0')","tensor(1.4100, device='cuda:0')"
0,"tensor(0.3207, device='cuda:0')","tensor(0.1493, device='cuda:0')","tensor(0.3660, device='cuda:0')","tensor(0.5776, device='cuda:0')","tensor(0.0838, device='cuda:0')","tensor(1.4974, device='cuda:0')"
0,"tensor(0.5518, device='cuda:0')","tensor(0.2862, device='cuda:0')","tensor(0.3515, device='cuda:0')","tensor(0.1380, device='cuda:0')","tensor(0.1758, device='cuda:0')","tensor(1.5033, device='cuda:0')"
0,"tensor(0.1951, device='cuda:0')","tensor(0.0770, device='cuda:0')","tensor(0.3185, device='cuda:0')","tensor(0.0505, device='cuda:0')","tensor(0.0297, device='cuda:0')","tensor(0.6708, device='cuda:0')"
0,"tensor(0.4366, device='cuda:0')","tensor(0.2617, device='cuda:0')","tensor(0.3527, device='cuda:0')","tensor(0.1582, device='cuda:0')","tensor(0.1383, device='cuda:0')","tensor(1.3477, device='cuda:0')"
0,"tensor(0.2831, device='cuda:0')","tensor(0.1419, device='cuda:0')","tensor(0.2904, device='cuda:0')","tensor(0.1510, device='cuda:0')","tensor(0.1038, device='cuda:0')","tensor(0.9702, device='cuda:0')"
0,"tensor(0.3921, device='cuda:0')","tensor(0.2251, device='cuda:0')","tensor(0.3243, device='cuda:0')","tensor(0.1264, device='cuda:0')","tensor(0.1043, device='cuda:0')","tensor(1.1724, device='cuda:0')"
0,"tensor(0.3678, device='cuda:0')","tensor(0.1826, device='cuda:0')","tensor(0.4398, device='cuda:0')","tensor(0.1216, device='cuda:0')","tensor(0.0481, device='cuda:0')","tensor(1.1600, device='cuda:0')"
0,"tensor(0.4677, device='cuda:0')","tensor(0.3293, device='cuda:0')","tensor(0.3183, device='cuda:0')","tensor(0.2504, device='cuda:0')","tensor(0.1694, device='cuda:0')","tensor(1.5352, device='cuda:0')"
0,"tensor(0.1895, device='cuda:0')","tensor(0.0717, device='cuda:0')","tensor(0.3355, device='cuda:0')","tensor(0.0473, device='cuda:0')","tensor(0.0302, device='cuda:0')","tensor(0.6743, device='cuda:0')"
0,"tensor(0.3545, device='cuda:0')","tensor(0.2233, device='cuda:0')","tensor(0.3199, device='cuda:0')","tensor(0.0849, device='cuda:0')","tensor(0.0927, device='cuda:0')","tensor(1.0752, device='cuda:0')"
0,"tensor(0.3328, device='cuda:0')","tensor(0.1988, device='cuda:0')","tensor(0.3500, device='cuda:0')","tensor(0.1437, device='cuda:0')","tensor(0.0737, device='cuda:0')","tensor(1.0990, device='cuda:0')"
0,"tensor(0.5178, device='cuda:0')","tensor(0.3358, device='cuda:0')","tensor(0.3355, device='cuda:0')","tensor(0.1896, device='cuda:0')","tensor(0.1499, device='cuda:0')","tensor(1.5287, device='cuda:0')"
0,"tensor(0.3238, device='cuda:0')","tensor(0.1488, device='cuda:0')","tensor(0.2674, device='cuda:0')","tensor(0.1658, device='cuda:0')","tensor(0.0647, device='cuda:0')","tensor(0.9705, device='cuda:0')"
0,"tensor(0.4956, device='cuda:0')","tensor(0.2852, device='cuda:0')","tensor(0.2479, device='cuda:0')","tensor(0.0853, device='cuda:0')","tensor(0.1180, device='cuda:0')","tensor(1.2320, device='cuda:0')"
0,"tensor(0.4241, device='cuda:0')","tensor(0.2768, device='cuda:0')","tensor(0.2820, device='cuda:0')","tensor(0.1178, device='cuda:0')","tensor(0.0871, device='cuda:0')","tensor(1.1879, device='cuda:0')"
0,"tensor(0.1827, device='cuda:0')","tensor(0.1428, device='cuda:0')","tensor(0.3070, device='cuda:0')","tensor(0.0318, device='cuda:0')","tensor(0.0186, device='cuda:0')","tensor(0.6828, device='cuda:0')"
0,"tensor(0.2309, device='cuda:0')","tensor(0.1671, device='cuda:0')","tensor(0.2943, device='cuda:0')","tensor(0.0479, device='cuda:0')","tensor(0.0431, device='cuda:0')","tensor(0.7833, device='cuda:0')"
0,"tensor(0.5884, device='cuda:0')","tensor(0.2823, device='cuda:0')","tensor(0.4718, device='cuda:0')","tensor(0.4041, device='cuda:0')","tensor(0.1617, device='cuda:0')","tensor(1.9083, device='cuda:0')"
0,"tensor(0.3746, device='cuda:0')","tensor(0.2457, device='cuda:0')","tensor(0.3298, device='cuda:0')","tensor(0.0643, device='cuda:0')","tensor(0.1082, device='cuda:0')","tensor(1.1227, device='cuda:0')"
0,"tensor(0.3682, device='cuda:0')","tensor(0.2769, device='cuda:0')","tensor(0.3390, device='cuda:0')","tensor(0.0773, device='cuda:0')","tensor(0.0879, device='cuda:0')","tensor(1.1494, device='cuda:0')"
0,"tensor(0.3599, device='cuda:0')","tensor(0.1657, device='cuda:0')","tensor(0.2787, device='cuda:0')","tensor(0.0636, device='cuda:0')","tensor(0.1404, device='cuda:0')","tensor(1.0083, device='cuda:0')"
0,"tensor(0.4430, device='cuda:0')","tensor(0.2296, device='cuda:0')","tensor(0.2816, device='cuda:0')","tensor(0.1239, device='cuda:0')","tensor(0.1193, device='cuda:0')","tensor(1.1974, device='cuda:0')"
0,"tensor(0.3619, device='cuda:0')","tensor(0.2433, device='cuda:0')","tensor(0.2739, device='cuda:0')","tensor(0.0935, device='cuda:0')","tensor(0.1449, device='cuda:0')","tensor(1.1175, device='cuda:0')"
0,"tensor(0.4914, device='cuda:0')","tensor(0.3160, device='cuda:0')","tensor(0.3161, device='cuda:0')","tensor(0.1259, device='cuda:0')","tensor(0.1254, device='cuda:0')","tensor(1.3748, device='cuda:0')"
0,"tensor(0.6626, device='cuda:0')","tensor(0.3655, device='cuda:0')","tensor(0.3539, device='cuda:0')","tensor(0.1651, device='cuda:0')","tensor(0.1215, device='cuda:0')","tensor(1.6687, device='cuda:0')"
0,"tensor(0.1751, device='cuda:0')","tensor(0.1102, device='cuda:0')","tensor(0.3137, device='cuda:0')","tensor(0.0285, device='cuda:0')","tensor(0.0478, device='cuda:0')","tensor(0.6753, device='cuda:0')"
0,"tensor(0.4728, device='cuda:0')","tensor(0.3129, device='cuda:0')","tensor(0.2962, device='cuda:0')","tensor(0.1757, device='cuda:0')","tensor(0.1575, device='cuda:0')","tensor(1.4151, device='cuda:0')"
0,"tensor(0.4374, device='cuda:0')","tensor(0.3394, device='cuda:0')","tensor(0.3804, device='cuda:0')","tensor(0.1002, device='cuda:0')","tensor(0.0731, device='cuda:0')","tensor(1.3304, device='cuda:0')"
0,"tensor(0.4044, device='cuda:0')","tensor(0.2808, device='cuda:0')","tensor(0.3291, device='cuda:0')","tensor(0.4588, device='cuda:0')","tensor(0.1459, device='cuda:0')","tensor(1.6191, device='cuda:0')"
0,"tensor(0.3175, device='cuda:0')","tensor(0.1981, device='cuda:0')","tensor(0.3225, device='cuda:0')","tensor(0.0968, device='cuda:0')","tensor(0.0419, device='cuda:0')","tensor(0.9767, device='cuda:0')"
0,"tensor(0.3542, device='cuda:0')","tensor(0.2184, device='cuda:0')","tensor(0.3587, device='cuda:0')","tensor(0.0696, device='cuda:0')","tensor(0.0223, device='cuda:0')","tensor(1.0231, device='cuda:0')"
0,"tensor(0.3305, device='cuda:0')","tensor(0.2454, device='cuda:0')","tensor(0.2961, device='cuda:0')","tensor(0.0773, device='cuda:0')","tensor(0.0833, device='cuda:0')","tensor(1.0327, device='cuda:0')"
0,"tensor(0.2334, device='cuda:0')","tensor(0.1644, device='cuda:0')","tensor(0.3292, device='cuda:0')","tensor(0.1797, device='cuda:0')","tensor(0.0813, device='cuda:0')","tensor(0.9879, device='cuda:0')"
