,epoch,precision,recall
0,0,0.1714338472089959,0.724124098124098
1,1,0.2455267241752621,0.7244603174603174
2,2,0.3628671028435557,0.7086031746031746
3,3,0.33699224817130763,0.709174603174603
4,4,0.41049401761472704,0.6987857142857142
5,5,0.3418047799280313,0.7080555555555554
6,6,0.4350638550365156,0.7083888888888887
7,7,0.43122198296356884,0.7095873015873014
8,8,0.43041031388632,0.7106507936507935
9,9,0.43904440596383315,0.711126984126984
